date,time_range,emergency_kwh
2025-06-05,18:50-19:10,73.8483100010751
2025-06-05,20:00-20:10,10.6684738618535
2025-06-11,09:50-10:50,755.0140867040295
2025-06-15,19:30-19:50,79.48247579124632
2025-06-15,20:20-20:40,70.53659216129688
2025-06-16,19:10-19:30,26.003746263004246
2025-06-16,19:50-20:10,56.443665837759454
2025-06-17,19:20-19:30,53.581844028462456
2025-06-17,20:20-20:40,774.2461622509728
2025-06-18,19:50-20:10,24.74559624493247
2025-06-18,20:20-20:30,11.654797865075352
2025-06-19,19:00-19:40,160.17148708454795
2025-06-22,18:50-20:10,123.74316116265379
2025-06-22,20:30-21:10,740.7224412420577
2025-06-24,09:00-10:50,2745.0029964234404
2025-06-24,19:00-19:10,3.376105230064354
2025-06-24,20:10-20:50,1796.7864406587357
2025-06-25,18:50-19:00,18.646962940543972
2025-06-25,20:00-20:10,13.36362269391907
2025-06-26,19:00-19:10,28.92014064123964
2025-06-26,19:30-19:50,62.91005442117944
2025-06-29,18:50-19:10,28.1513756357557
2025-06-29,19:50-20:10,16.48034890624797
2025-06-29,20:20-20:40,183.33011275519948
2025-06-29,21:40-21:50,4.3198475416110345
2025-06-30,18:50-19:00,35.27663405778151
2025-06-30,19:30-19:40,14.123442646916033
2025-07-01,10:00-10:10,57.37266954938568
2025-07-01,18:50-20:10,659.6722642293757
2025-07-01,20:20-21:50,1528.1818595411419
2025-07-02,18:50-19:30,302.8104516616298
2025-07-02,19:40-20:10,111.09917333416013
2025-07-02,20:20-21:20,799.438877026798
2025-07-03,08:50-10:30,1207.8672034753395
2025-07-03,18:50-19:00,22.781554339975287
2025-07-03,19:50-21:40,3552.622895975545
2025-07-06,18:50-19:00,58.390916354355795
2025-07-06,19:20-19:40,103.59300972912388
2025-07-06,20:00-21:00,2820.8846852244596
2025-07-13,19:10-19:20,29.62158144171883
2025-07-13,19:50-20:00,8.2517084179932
2025-07-14,18:50-19:00,0.3764576634448531
2025-07-16,18:50-19:00,6.32613656628007
2025-07-16,20:00-20:10,46.50659009119454
2025-07-17,20:30-20:40,3.01616526287944
2025-07-20,19:10-19:30,1.6967578077226335
2025-07-20,20:20-20:40,70.51275713717575
2025-07-20,21:30-21:50,23.321354270868575
2025-07-22,19:20-19:30,7.982761850542715
2025-07-22,19:40-20:10,68.39567926034067
2025-07-23,18:50-19:20,23.668508580103094
2025-07-23,19:30-19:50,40.347179449279565
2025-07-27,08:30-09:30,1114.5134664625632
2025-07-27,18:50-19:00,44.98963255071692
2025-07-27,19:20-19:50,59.50530697976296
2025-07-27,20:20-20:40,420.73697506612143
2025-07-29,18:50-19:20,50.46571884141122
2025-07-29,20:30-20:40,4.483794285937051
2025-07-31,19:10-19:20,19.584108065890746
2025-07-31,19:40-20:10,50.73724951875204
2025-07-31,20:20-20:40,16.10207719000971
2025-08-03,18:50-20:10,420.70218002749004
2025-08-03,20:20-21:50,418.47509863000334
2025-08-06,20:20-20:40,884.0100144470548
2025-08-07,19:30-19:40,3.048903382476624
2025-08-07,20:00-20:10,27.43264740732002
2025-08-10,20:20-20:50,747.7808408887093
2025-08-11,18:50-19:40,145.87505220476487
2025-08-12,19:00-20:00,94.77342488481736
2025-08-12,20:30-21:00,687.558563551863
2025-08-13,18:50-19:00,29.31244472805315
2025-08-13,19:20-19:30,26.37205351728994
2025-08-13,20:30-20:40,8.245159230815716
2025-08-14,18:50-19:10,47.994095714691525
2025-08-14,20:30-20:40,38.67425941460169
2025-08-17,19:00-19:50,131.88942310385698
2025-08-18,19:50-20:00,14.297657297331511
2025-08-18,20:20-20:40,24.931666913216418
2025-08-19,19:20-19:40,30.38671855399798
2025-08-19,20:00-20:10,31.028412805092444
2025-08-20,09:00-09:30,432.17445119711624
2025-08-20,19:40-20:40,1728.3520096429506
2025-08-24,18:50-19:00,12.944711249377406
2025-08-24,20:30-20:40,7.507008929252947
2025-08-25,19:20-19:40,8.48503477707834
2025-08-26,20:30-20:40,7.167216427273729
2025-08-27,18:50-19:00,14.235788457455783
2025-08-28,18:50-19:00,42.78984553765622
2025-08-28,19:50-20:10,47.631677014175125
2025-08-31,19:00-19:20,38.77402246740462
2025-08-31,20:00-20:10,39.604083461852724
2025-08-31,20:30-20:40,7.43274501945541
2025-09-07,20:20-20:40,814.1418253071415
2025-09-07,20:50-21:30,241.68776966970103
2025-09-07,21:40-21:50,16.39782836913046
2025-09-08,09:00-09:20,24.640830930894822
2025-09-08,18:50-21:50,8843.712392772175
2025-09-09,19:30-19:40,2.352616666666677
2025-09-09,20:30-20:40,14.313241916930338
2025-09-10,08:30-09:40,968.4577024241388
2025-09-10,20:30-20:40,599.4521231344518
2025-09-11,19:50-20:00,3.622374388465346
2025-09-14,20:30-21:00,733.579121409739
2025-09-15,19:40-19:50,1.1717666666667128
2025-09-17,05:50-06:00,7.62916666666672
2025-09-21,20:30-20:40,307.75618957420534
2025-09-21,21:00-21:50,134.84292924737213
2025-09-22,19:50-20:00,10.906666666666638
2025-09-23,20:20-20:40,127.71039767943216
2025-09-23,20:50-21:00,32.467469838717605
2025-09-24,08:50-09:40,392.5662998122948
2025-09-25,18:50-19:00,15.37166666666667
2025-09-28,08:50-09:50,533.4899719116215
2025-09-28,19:20-19:30,5.868333333333339
2025-09-28,20:30-20:50,55.91351163340062
2025-09-29,06:00-06:10,20.39463333333333
2025-09-29,20:30-20:40,5.620383333333393
2025-09-30,20:00-20:10,31.411150000000134
2025-10-07,09:10-09:40,158.7479503200951
2025-10-08,20:30-21:20,778.6261787941766
2025-10-08,21:30-21:50,9.773872022308229
2025-10-09,20:30-21:10,652.2642964812748
2025-10-09,21:30-21:50,38.16780141399638
2025-10-12,06:00-06:10,20.929933333333338
2025-10-12,20:20-20:40,773.399249000143
2025-10-12,21:00-21:20,27.573953584011676
2025-10-12,21:30-21:50,86.1459069634357
2025-10-14,09:10-09:40,234.11463986777122
2025-10-14,20:30-20:40,96.06543919601847
2025-10-15,20:30-20:40,326.3395503516696
2025-10-15,21:00-21:20,57.71305108153522
2025-10-16,20:20-20:40,932.5279726875167
2025-10-19,09:00-09:40,238.42613147612053
2025-10-19,20:20-21:50,1043.6633629803603
2025-10-20,09:40-10:10,130.7316055416328
2025-10-22,09:30-10:20,507.0817202537133
2025-10-27,06:00-06:10,12.198430891919998
2025-10-29,09:40-10:30,479.38705467677613
2025-10-29,20:20-21:20,1155.0633709641265
2025-10-30,06:00-06:10,3.641833333333352
2025-11-02,20:30-21:00,367.8825553491777
2025-11-04,05:50-06:10,32.24942042809391
2025-11-05,06:30-06:40,3.227683333333289
2025-11-06,09:20-10:40,1117.8330117345592
2025-11-09,20:20-20:40,719.1972745309345
2025-11-09,20:50-21:20,81.23131983086235
2025-11-12,06:20-06:30,11.773333333333426
2025-11-12,20:30-20:40,81.47205967860509
2025-11-13,06:00-06:10,2.010533333333342
2025-11-13,20:30-20:40,46.51470129466793
2025-11-16,20:30-20:50,117.01287235439486
2025-11-19,05:50-06:00,1.3850000000001046
2025-11-19,20:50-21:10,36.755399660704754
2025-11-23,20:30-20:40,18.64209052300282
2025-11-23,21:00-21:20,84.2174969272482
2025-11-24,06:00-06:10,18.83966666666663
2025-11-26,06:00-06:10,32.99316666666664
2025-11-30,06:00-06:10,6.062833333333515
2025-11-30,20:30-20:40,90.33263333333252
2025-12-01,06:00-06:10,35.63790810620196
2025-12-01,07:50-08:10,106.54601920791958
2025-12-01,09:10-10:50,2994.9051528903465
2025-12-02,06:00-06:10,51.697861003303274
2025-12-02,07:50-08:20,168.71640821652647
2025-12-02,09:30-10:50,2537.4617326572134
2025-12-02,20:30-21:20,539.0610049220761
2025-12-03,20:30-21:00,380.62214558888337
2025-12-03,21:30-21:50,29.056015151623658
2025-12-04,08:10-08:20,6.327697738520328
2025-12-04,20:30-20:50,157.07141786586044
2025-12-07,20:30-21:00,66.07851510826322
2025-12-14,10:30-10:50,304.4757910309217
2025-12-14,21:00-21:50,75.3524431049555
2025-12-16,08:10-08:20,0.2538166666666939
2025-12-17,08:00-08:20,31.615755680844472
2025-12-18,07:50-08:00,7.538502116601535
2025-12-18,08:10-08:20,2.6991693715898464
2025-12-18,10:30-10:40,145.7249688084015
2025-12-21,07:50-08:00,68.2290828778755
2025-12-21,10:30-10:50,284.0172641119774
2025-12-21,20:20-20:40,983.4949870108169
2025-12-22,08:10-08:20,6.029833074370799
2025-12-24,07:50-08:00,38.59418329233381
2025-12-24,20:30-20:40,332.04399947045385
2025-12-28,07:50-08:20,149.66896417177315
2025-12-28,10:10-10:20,8.966726204931376
2025-12-28,10:30-10:40,183.27268914876336
2025-12-28,21:20-21:40,36.005369093626065
2025-12-30,08:00-08:10,7.796903898728374
2025-12-30,10:30-10:40,117.04031450583707
2025-12-31,10:30-10:50,312.0936065606512
2025-12-31,20:30-21:30,411.2198531573433
